Protein-Name,Substrate,Subtype,Family,Family Name,Transporter Class,TC number
"ECED1_3388","cobalt","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_3601","daunorubicin","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_3602","polysaccharide export","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_3679","oligopeptide","binding protein","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_3690","iron-hydroxamate","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_3691","cobalamin/Fe3+-siderophores","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_3692","cobalamin/Fe3+-siderophores","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_3850","toluene tolerance","binding protein","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_3851","toluene tolerance","binding protein","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_3852","toluene tolerance","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_3853","glycine betaine","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_3859","daunorubicin","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_3910","sugar (ribose?)","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_3911","sugar (ribose?)","ABC","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_3912","ribose","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_3930","amino acid (glutamine/glutamate/aspartate?)","binding protein","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_3931","amino acid","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_3932","amino aicd (glutamine/glutamate/aspartate?)","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_3933","phosphate","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4015","cobalt","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4123","polyamine","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4124","sugar","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4125","sugar","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4126","sugar","binding protein","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4127","daunorubicin","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4128","daunorubicin","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4129","branched-chain amino acid","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4130","branched-chain amino acid","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4131","leucine/valine","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4133","leucine/valine","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4135","cell division","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4136","lipoprotein","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4149","nickel","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4150","dipeptide/oligopeptide","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4151","dipeptide/oligopeptide","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4152","phosphate","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4153","glycine betaine","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4155","multidrug","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4156","daunorubicin","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4180","iron-hydroxamate","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4184","cobalamin/Fe3+-siderophores","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4185","molybdate","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4219","glycine betaine","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4220","glycine betaine","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4221","dipeptide/oligopeptide","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4222","dipeptide/oligopeptide","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4223","dipeptide/oligopeptide","binding protein","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4251","xylose","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4254","sugar (xylose?)","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4354","methionine","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4415","phosphate","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4416","phosphate","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4417","phosphate","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4418","phosphate","binding protein","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4439","sugar (ribose?)","ABC","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4440","sugar (ribose?)","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4441","ribose","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4619","sulfate/thiosulfate","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4748","sugar (maltose?)","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4749","sugar","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4750","sugar (maltose?)","binding protein","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4751","polyamine","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4807","polyamine","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4808","glycine betaine","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4809","dipeptide/oligopeptide","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4810","dipeptide/oligopeptide","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4811","dipeptide/oligopeptide","binding protein","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4820","sugar (ribose?)","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4821","sugar (ribose?)","ABC","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4822","rhamnose","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4831","phosphonate","ABC","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4832","phosphonate","ABC","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4838","phosphonate","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4839","phosphonate","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_4840","phosphonate","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_5040","polyamine","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_5041","iron(III)","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_5042","2-aminoethylphosphonate","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_5084","ribose","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_5085","sugar (ribose?)","ABC","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_5086","sugar (ribose?)","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_5151","phosphonate","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_5153","cobalamin/Fe3+-siderophores","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_5154","cobalamin/Fe3+-siderophores","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_5155","iron-hydroxamate","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_5264","heme","binding","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_2986","amino acid","binding protein","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_2664","heme export","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_3811","multidrug?","membrane","ABC","The ATP-binding Cassette (ABC) Superfamily","ATP-Dependent","3.A.1"
"ECED1_0940","Unclassified","","DNA-T","The Bacterial Competence-related DNA Transformation Transporter (DNA-T) Family","ATP-Dependent","3.A.11"
"ECED1_4421","protons","","F-ATPase","The H+- or Na+-translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily","ATP-Dependent","3.A.2"
"ECED1_4422","protons","","F-ATPase","The H+- or Na+-translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily","ATP-Dependent","3.A.2"
"ECED1_4423","protons","","F-ATPase","The H+- or Na+-translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily","ATP-Dependent","3.A.2"
"ECED1_4424","protons","","F-ATPase","The H+- or Na+-translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily","ATP-Dependent","3.A.2"
"ECED1_4425","protons","","F-ATPase","The H+- or Na+-translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily","ATP-Dependent","3.A.2"
"ECED1_4426","protons","","F-ATPase","The H+- or Na+-translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily","ATP-Dependent","3.A.2"
"ECED1_4427","protons","","F-ATPase","The H+- or Na+-translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily","ATP-Dependent","3.A.2"
"ECED1_4428","protons","","F-ATPase","The H+- or Na+-translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily","ATP-Dependent","3.A.2"
"ECED1_4429","protons","","F-ATPase","The H+- or Na+-translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily","ATP-Dependent","3.A.2"
"ECED1_0263","Unclassified","","IIISP","The Type III (Virulence-related) Secretory Pathway (IIISP) Family","ATP-Dependent","3.A.6"
"ECED1_2147","Unclassified","","IIISP","The Type III (Virulence-related) Secretory Pathway (IIISP) Family","ATP-Dependent","3.A.6"
"ECED1_2148","Unclassified","","IIISP","The Type III (Virulence-related) Secretory Pathway (IIISP) Family","ATP-Dependent","3.A.6"
"ECED1_2205","Unclassified","","IIISP","The Type III (Virulence-related) Secretory Pathway (IIISP) Family","ATP-Dependent","3.A.6"
"ECED1_2214","Unclassified","","IIISP","The Type III (Virulence-related) Secretory Pathway (IIISP) Family","ATP-Dependent","3.A.6"
"ECED1_2215","Unclassified","","IIISP","The Type III (Virulence-related) Secretory Pathway (IIISP) Family","ATP-Dependent","3.A.6"
"ECED1_2216","Unclassified","","IIISP","The Type III (Virulence-related) Secretory Pathway (IIISP) Family","ATP-Dependent","3.A.6"
"ECED1_2217","Unclassified","","IIISP","The Type III (Virulence-related) Secretory Pathway (IIISP) Family","ATP-Dependent","3.A.6"
"ECED1_2263","Unclassified","","IVSP","The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family","ATP-Dependent","3.A.7"
"ECED1_2266","Unclassified","","IVSP","The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family","ATP-Dependent","3.A.7"
"ECED1_2267","Unclassified","","IVSP","The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family","ATP-Dependent","3.A.7"
"ECED1_2269","Unclassified","","IVSP","The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family","ATP-Dependent","3.A.7"
"ECED1_3574","Unclassified","","IVSP","The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family","ATP-Dependent","3.A.7"
"ECED1_0104","Unclassified","","MTB","The Outer Membrane Protein Secreting Main Terminal Branch (MTB)","ATP-Dependent","3.A.15"
"ECED1_3603","Unclassified","","MTB","The Outer Membrane Protein Secreting Main Terminal Branch (MTB)","ATP-Dependent","3.A.15"
"ECED1_3605","Unclassified","","MTB","The Outer Membrane Protein Secreting Main Terminal Branch (MTB)","ATP-Dependent","3.A.15"
"ECED1_3606","Unclassified","","MTB","The Outer Membrane Protein Secreting Main Terminal Branch (MTB)","ATP-Dependent","3.A.15"
"ECED1_3607","Unclassified","","MTB","The Outer Membrane Protein Secreting Main Terminal Branch (MTB)","ATP-Dependent","3.A.15"
"ECED1_3609","Unclassified","","MTB","The Outer Membrane Protein Secreting Main Terminal Branch (MTB)","ATP-Dependent","3.A.15"
"ECED1_3610","Unclassified","","MTB","The Outer Membrane Protein Secreting Main Terminal Branch (MTB)","ATP-Dependent","3.A.15"
"ECED1_3613","Unclassified","","MTB","The Outer Membrane Protein Secreting Main Terminal Branch (MTB)","ATP-Dependent","3.A.15"
"ECED1_3615","Unclassified","","MTB","The Outer Membrane Protein Secreting Main Terminal Branch (MTB)","ATP-Dependent","3.A.15"
"ECED1_3992","Unclassified","","MTB","The Outer Membrane Protein Secreting Main Terminal Branch (MTB)","ATP-Dependent","3.A.15"
"ECED1_3993","Unclassified","","MTB","The Outer Membrane Protein Secreting Main Terminal Branch (MTB)","ATP-Dependent","3.A.15"
"ECED1_3995","Unclassified","","MTB","The Outer Membrane Protein Secreting Main Terminal Branch (MTB)","ATP-Dependent","3.A.15"
"ECED1_0510","copper ion","","P-ATPase","The P-type ATPase (P-ATPase) Superfamily","ATP-Dependent","3.A.3"
"ECED1_0675","potassium ion","","P-ATPase","The P-type ATPase (P-ATPase) Superfamily","ATP-Dependent","3.A.3"
"ECED1_0676","potassium ion","","P-ATPase","The P-type ATPase (P-ATPase) Superfamily","ATP-Dependent","3.A.3"
"ECED1_0677","potassium ion","","P-ATPase","The P-type ATPase (P-ATPase) Superfamily","ATP-Dependent","3.A.3"
"ECED1_4142","zinc/cadmium/cobalt ion","","P-ATPase","The P-type ATPase (P-ATPase) Superfamily","ATP-Dependent","3.A.3"
"ECED1_5097","magnesium ion","","P-ATPase","The P-type ATPase (P-ATPase) Superfamily","ATP-Dependent","3.A.3"
"ECED1_0475","ammonium","","Amt","The Ammonia Transporter Channel (Amt) Family","Ion Channels","1.A.11"
"ECED1_0842","glycerol uptake","","MIP","The Major Intrinsic Protein (MIP) Family","Ion Channels","1.A.8"
"ECED1_4629","glycerol uptake","","MIP","The Major Intrinsic Protein (MIP) Family","Ion Channels","1.A.8"
"ECED1_1552","magnesium/cobalt ion","","MIT","The CorA Metal Ion Transporter (MIT) Family","Ion Channels","1.A.35"
"ECED1_4501","magnesium/cobalt ion","","MIT","The CorA Metal Ion Transporter (MIT) Family","Ion Channels","1.A.35"
"ECED1_0704","Unclassified","","Mot/Exb","The H+- or Na+-translocating Bacterial Flagellar Motor 1ExbBD Outer Membrane Transport Energizer (Mo","Ion Channels","1.A.30"
"ECED1_0705","Unclassified","","Mot/Exb","The H+- or Na+-translocating Bacterial Flagellar Motor 1ExbBD Outer Membrane Transport Energizer (Mo","Ion Channels","1.A.30"
"ECED1_2158","Unclassified","","Mot/Exb","The H+- or Na+-translocating Bacterial Flagellar Motor 1ExbBD Outer Membrane Transport Energizer (Mo","Ion Channels","1.A.30"
"ECED1_3655","Unclassified","","Mot/Exb","The H+- or Na+-translocating Bacterial Flagellar Motor 1ExbBD Outer Membrane Transport Energizer (Mo","Ion Channels","1.A.30"
"ECED1_3656","Unclassified","","Mot/Exb","The H+- or Na+-translocating Bacterial Flagellar Motor 1ExbBD Outer Membrane Transport Energizer (Mo","Ion Channels","1.A.30"
"ECED1_3954","large-conductance mechanosensitive ion channel","","MscL","The Large Conductance Mechanosensitive Ion Channel (MscL) Family","Ion Channels","1.A.22"
"ECED1_0488","small-conductance mechanosensitive ion channel","","MscS","The Small Conductance Mechanosensitive Ion Channel (MscS) Family","Ion Channels","1.A.23"
"ECED1_0569","small-conductance mechanosensitive ion channel","","MscS","The Small Conductance Mechanosensitive Ion Channel (MscS) Family","Ion Channels","1.A.23"
"ECED1_0773","small-conductance mechanosensitive ion channel","","MscS","The Small Conductance Mechanosensitive Ion Channel (MscS) Family","Ion Channels","1.A.23"
"ECED1_1541","small-conductance mechanosensitive ion channel","","MscS","The Small Conductance Mechanosensitive Ion Channel (MscS) Family","Ion Channels","1.A.23"
"ECED1_3379","small-conductance mechanosensitive ion channel","","MscS","The Small Conductance Mechanosensitive Ion Channel (MscS) Family","Ion Channels","1.A.23"
"ECED1_4946","small-conductance mechanosensitive ion channel","","MscS","The Small Conductance Mechanosensitive Ion Channel (MscS) Family","Ion Channels","1.A.23"
"ECED1_0164","Unclassified","","TRIC","The Homotrimeric Cation Channel (TRIC) Family","Ion Channels","1.A.62"
"ECED1_4329","Unclassified","","TRIC","The Homotrimeric Cation Channel (TRIC) Family","Ion Channels","1.A.62"
"ECED1_1403","potassium ion channel","","VIC","The Voltage-gated Ion Channel (VIC) Superfamily","Ion Channels","1.A.1"
"ECED1_4069","ferrous ion","","FeoB","The Ferrous Iron Uptake (FeoB) Family","Unclassified","9.A.8"
"ECED1_2409","hemolysin C (HlyC) homolog","","HCC","The HlyC/CorC (HCC) Family","Unclassified","9.A.40"
"ECED1_3051","heavy metal ion","","HCC","The HlyC/CorC (HCC) Family","Unclassified","9.A.40"
"ECED1_5076","hemolysin C (HlyC) homolog","","HCC","The HlyC/CorC (HCC) Family","Unclassified","9.A.40"
"ECED1_1172","iron ion","","ILT","The Iron/Lead Transporter (ILT) Superfamily","Unclassified","9.A.10"
"ECED1_2932","glycine betaine","binding","MgtE","The Mg2+ Transporter-E (MgtE) Family","Unclassified","9.A.19"
"ECED1_0400","peptide uptake","","PUP","The Putative Peptide Uptake or Activated Fatty Acid Export Permease (PUP) Family","Unclassified","9.A.18"
"ECED1_3288","tellurium ion efflux","","TerC","The Tellurium Ion Resistance (TerC) Family","Unclassified","9.A.30"
"ECED1_3755","tellurium ion efflux","","TerC","The Tellurium Ion Resistance (TerC) Family","Unclassified","9.A.30"
"ECED1_2019","tellurium ion efflux","","TerC","The Tellurium Ion Resistance (TerC) Family","Unclassified","9.A.30"
"ECED1_2853","sodium ion/?","","UBS1","The Unknown BART Superfamily-1 (UBS1) Family","Unclassified","9.A.43"
"ECED1_3415","potassium ion uptake?","","YggT","The YggT or Fanciful K+ Uptake-B (FkuB; YggT) Family","Unclassified","9.A.4"
"ECED1_2830","Unclassified","EnzymeI","GPTS","General PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_4653","Unclassified","EnzymeI","GPTS","General PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_1346","Unclassified","EnzymeI","GPTS","General PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_2860","Unclassified","EnzymeI","GPTS","General PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_3285","Unclassified","EnzymeI","GPTS","General PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_2859","Unclassified","HPr","GPTS","General PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_0660","glucose/maltose/N-acetylglucosamine","EnzymeIIABC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_1244","glucose/maltose/N-acetylglucosamine","EnzymeIIABC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_1821","glucose/maltose/N-acetylglucosamine","EnzymeIIABC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_2861","glucose","EnzymeIIABC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_2871","glucose/maltose/N-acetylglucosamine","EnzymeIIABC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_3271","glucose/maltose/N-acetylglucosamine","EnzymeIIABC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_4412","glucose/maltose/N-acetylglucosamine","EnzymeIIABC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_4516","glucose/maltose/N-acetylglucosamine","EnzymeIIABC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_5002","glucose/maltose/N-acetylglucosamine","EnzymeIIABC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_5095","glucose/maltose/N-acetylglucosamine","EnzymeIIABC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_2615","fructose","EnzymeIIBC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_2617","mannitol/fructose","EnzymeIIA","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_2833","fructose","EnzymeIIC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_2834","fructose","EnzymeIIB","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_3394","mannitol","EnzymeIIBC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_3862","fructose","EnzymeIIA","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_4281","mannitol","EnzymeIIABC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_4345","fructose","EnzymeIIC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_4346","fructose","EnzymeIIB","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_4347","fructose","EnzymeIIA","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_4654","fructose","EnzymeIIC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_4655","fructose","EnzymeIIB","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_4658","fructose","EnzymeIIB","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_4982","fructose","EnzymeIIA","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_1938","cellobiose","EnzymeIIA","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_1939","cellobiose","EnzymeIIABC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_1940","cellobiose","EnzymeIIB","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_3151","glucitol/sorbitol","EnzymeIIC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_3152","glucitol/sorbitol","EnzymeIIB","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_3153","glucitol/sorbitol","EnzymeIIA","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_4981","galactitol","EnzymeIIB","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_0134","mannose/fructose","EnzymeIIA","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_2020","mannose/fructose","EnzymeIIAB","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_2021","mannose/fructose","EnzymeIIC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_2022","mannose/fructose","EnzymeIID","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_3795","mannose/fructose","EnzymeIIB","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_3796","mannose/fructose","EnzymeIIC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_3797","mannose/fructose","EnzymeIID","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_3798","mannose/fructose","EnzymeIIA","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_3802","mannose/fructose","EnzymeIIB","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_3803","mannose/fructose","EnzymeIIC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_3804","mannose/fructose","EnzymeIID","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_4731","mannose/fructose","EnzymeIID","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_4732","mannose/fructose","EnzymeIIC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_4733","mannose/fructose","EnzymeIIB","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_4734","mannose/fructose","EnzymeIIA","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"ECED1_3395","fructose","EnzymeIIA","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
